employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-76041312,Andrew,Garcia,Female,New York,New York City,2017-08-06,Operations,Logistics Coordinator,Bachelor,61388,Good,No,1987-07-18,
00-81014138,Timothy,Price,Male,North Carolina,Raleigh,2020-07-12,IT,Software Developer,Master,90172,Needs Improvement,No,1989-11-25,
00-30630696,Victoria,Townsend,Male,New York,Rochester,2019-10-27,Sales,Sales Specialist,Master,61233,Good,Yes,1999-01-02,
00-75419352,Gabriella,Brown,Female,New York,Buffalo,2015-11-19,IT,IT Support Specialist,High School,64785,Good,No,1985-11-12,
00-98131849,Bobby,Arroyo,Female,Florida,Orlando,2017-04-30,Sales,Sales Representative,Bachelor,69586,Good,No,1976-07-27,
00-73176107,Patricia,Adkins,Female,North Carolina,Charlotte,2019-08-10,Operations,Operations Analyst,Bachelor,79742,Good,No,1975-05-14,
00-50169346,Amy,Davidson,Male,Florida,Miami,2018-10-15,Operations,Operations Analyst,Bachelor,88927,Good,Yes,2002-11-29,
00-34452059,Brandon,Johnson,Female,New York,Buffalo,2020-04-27,Sales,Sales Consultant,Bachelor,84889,Satisfactory,Yes,1969-12-18,
00-46169218,Paul,Bell,Female,Illinois,Chicago,2016-07-27,Sales,Sales Representative,Bachelor,62865,Excellent,No,1988-06-08,
00-68864146,Brian,Bryan,Female,Virginia,Virginia Beach,2022-12-06,Operations,Logistics Coordinator,Bachelor,52189,Good,No,1999-06-17,
00-68969458,Ryan,Romero,Male,New York,New York City,2017-11-26,Customer Service,Customer Service Representative,High School,62935,Good,Yes,1994-01-21,
00-57477880,Gregory,Wood,Female,New York,New York City,2022-09-29,IT,System Administrator,Bachelor,70276,Good,Yes,1978-06-08,
00-10779834,Bradley,Lewis,Female,North Carolina,Charlotte,2018-06-27,IT,System Administrator,Bachelor,85395,Satisfactory,No,2005-03-29,
00-36637470,Stephanie,Stafford,Female,New York,New York City,2016-10-03,IT,IT Manager,PhD,111724,Satisfactory,No,1963-12-12,
00-48238599,Luke,Klein,Female,Michigan,Warren,2015-07-12,Customer Service,Customer Service Representative,High School,57574,Needs Improvement,No,1988-09-14,
00-62955068,Jamie,Bowman,Male,Michigan,Detroit,2019-01-07,IT,System Administrator,Master,69706,Satisfactory,No,1998-11-26,
00-54454724,Brandon,James,Female,Michigan,Detroit,2023-12-16,Customer Service,Support Specialist,High School,60832,Satisfactory,Yes,1993-04-23,
00-31516779,Hannah,Glass,Female,New York,New York City,2022-01-02,Sales,Sales Representative,Bachelor,69876,Good,Yes,1985-10-01,
00-74329883,Rebecca,Keller,Female,New York,Rochester,2024-12-21,Customer Service,Customer Service Representative,Bachelor,54411,Good,Yes,1978-09-28,
00-45675021,Marie,Joyce,Female,Ohio,Columbus,2016-05-31,Marketing,Content Creator,High School,59251,Needs Improvement,Yes,1979-03-21,
00-75641573,Margaret,Watson,Male,New York,Rochester,2020-11-21,Operations,Operations Analyst,Bachelor,75528,Good,No,1984-04-05,
00-27103900,Richard,Moore,Female,New York,Buffalo,2018-08-21,Customer Service,Support Specialist,High School,58850,Good,No,1985-07-18,
00-63670451,John,Barnett,Female,Illinois,Aurora,2020-12-08,Sales,Sales Specialist,Bachelor,56339,Excellent,No,2006-02-10,
00-62190363,Sandra,Becker,Female,New York,Rochester,2017-10-03,Sales,Sales Representative,Bachelor,59929,Satisfactory,No,1980-10-06,
00-24479352,Michelle,Sims,Male,New York,New York City,2023-03-21,Sales,Sales Specialist,Bachelor,65035,Satisfactory,No,1986-01-10,
00-26928020,Shelby,Valdez,Female,New York,Rochester,2017-12-21,IT,IT Support Specialist,High School,61403,Satisfactory,No,1989-01-27,
00-77108989,Joseph,Vaughn,Female,New York,Rochester,2015-06-11,Finance,Accounts Payable Specialist,Bachelor,57399,Good,No,1981-10-01,
00-41743155,Madison,Bennett,Female,New York,Rochester,2016-11-23,HR,Recruiter,High School,67246,Satisfactory,No,1995-05-25,
00-55921387,Rachel,Montoya,Male,New York,Rochester,2019-07-09,Operations,Operations Analyst,Bachelor,63880,Good,No,1973-06-23,
00-90139636,Jon,Smith,Male,New York,New York City,2022-09-26,Finance,Accountant,Bachelor,73116,Good,No,1971-04-11,
00-68294586,Randall,Dominguez,Male,New York,Buffalo,2019-06-24,IT,IT Support Specialist,High School,56924,Good,No,2005-03-04,
00-47879379,David,Norris,Male,New York,New York City,2019-01-28,Customer Service,Help Desk Technician,Bachelor,70298,Good,Yes,1983-07-22,
00-67572954,Dana,Wilson,Female,Pennsylvania,Pittsburgh,2017-12-17,Operations,Operations Analyst,Master,72994,Good,No,2002-06-10,
00-30467629,Kylie,Jones,Female,North Carolina,Raleigh,2022-07-28,Operations,Logistics Coordinator,Bachelor,58822,Satisfactory,No,1990-11-03,
00-35079956,Mark,Harding,Male,New York,New York City,2017-04-10,Customer Service,Support Specialist,Bachelor,67256,Good,No,1966-03-14,
00-25437721,Stephanie,Espinoza,Female,North Carolina,Raleigh,2023-09-27,Sales,Sales Specialist,PhD,75799,Good,No,1972-02-09,
00-43199341,Raymond,Herrera,Female,New York,Buffalo,2022-04-21,HR,Recruiter,Bachelor,73146,Good,No,1986-10-09,
00-67600736,Melissa,Green,Male,Ohio,Columbus,2017-10-23,Customer Service,Customer Service Representative,Bachelor,71416,Satisfactory,No,1988-02-02,
00-23833135,David,Carson,Male,New York,Buffalo,2022-12-10,HR,Recruiter,High School,56070,Good,No,1999-11-22,
00-77422120,James,Miller,Male,Michigan,Warren,2021-11-25,Operations,Inventory Specialist,High School,62256,Good,Yes,1994-12-20,
00-35322723,Tyler,Martinez,Male,Michigan,Grand Rapids,2024-01-14,Customer Service,Help Desk Technician,High School,56547,Good,No,1992-03-21,
00-89349010,Taylor,Rodriguez,Male,New York,Buffalo,2021-03-30,Operations,Inventory Specialist,Bachelor,66876,Satisfactory,No,1991-02-19,
00-29961679,Benjamin,Hughes,Female,New York,Rochester,2017-02-02,IT,System Administrator,Bachelor,73361,Satisfactory,No,1998-07-23,
00-27756443,Kathryn,Drake,Male,North Carolina,Charlotte,2019-04-04,Operations,Logistics Coordinator,Bachelor,68633,Good,No,1993-03-23,
00-46757086,Ryan,Wood,Female,New York,New York City,2024-10-13,Finance,Accountant,Bachelor,75854,Good,No,1986-02-02,
00-29623857,Douglas,Harper,Male,Michigan,Grand Rapids,2019-01-16,IT,Software Developer,Bachelor,107660,Needs Improvement,Yes,1988-11-06,
00-92740848,Elizabeth,Gordon,Male,New York,Rochester,2017-03-15,IT,System Administrator,Bachelor,88811,Excellent,No,1987-11-28,
00-16839113,Kayla,Hardy,Male,New York,New York City,2018-01-17,Finance,Accounts Payable Specialist,Bachelor,65273,Satisfactory,No,1990-07-09,
00-80460439,Ashley,Fry,Male,New York,New York City,2018-05-13,Sales,Sales Specialist,Master,60199,Good,No,1996-10-16,
00-95001425,Michele,King,Female,New York,Rochester,2024-03-09,Sales,Sales Consultant,PhD,113144,Satisfactory,No,1980-07-07,
00-39766168,Michael,Gonzalez,Female,New York,New York City,2018-09-08,HR,HR Coordinator,Bachelor,67244,Good,No,1965-11-05,
00-74316496,Brian,James,Male,New York,Buffalo,2016-04-23,IT,System Administrator,Master,94064,Good,No,2000-10-07,
00-67320744,William,Perez,Male,New York,Buffalo,2021-09-01,Operations,Operations Analyst,Master,66589,Good,No,1968-03-18,
00-50841111,James,Barrett,Female,New York,Buffalo,2016-06-19,Customer Service,Help Desk Technician,Bachelor,82610,Good,No,1986-02-17,
00-58798364,Anthony,Alexander,Female,New York,Rochester,2017-11-24,Operations,Logistics Coordinator,Bachelor,55949,Good,Yes,1991-03-05,
00-57113712,John,Rice,Male,New York,Buffalo,2022-08-05,Operations,Logistics Coordinator,Bachelor,70592,Good,No,1977-01-23,
00-43147569,Evan,Payne,Male,New York,New York City,2018-05-04,Operations,Operations Analyst,Master,77448,Good,No,1965-11-30,
00-16382911,Brian,Cohen,Male,New York,New York City,2017-06-09,Marketing,Content Creator,High School,61192,Satisfactory,Yes,1982-01-21,
00-10071931,April,Smith,Male,New York,Buffalo,2016-10-06,Sales,Sales Consultant,Master,70421,Good,No,1986-01-03,
00-53169737,Geoffrey,Cantu,Male,Michigan,Grand Rapids,2017-05-24,IT,System Administrator,Master,94215,Good,No,1969-01-06,
00-73358574,Benjamin,Valenzuela,Male,New York,Buffalo,2017-09-23,Operations,Logistics Coordinator,Bachelor,70016,Good,No,1987-11-10,
00-91405981,Jesus,James,Female,New York,Buffalo,2016-08-06,Operations,Operations Analyst,Master,84158,Good,No,1968-11-19,
00-34808805,Brian,Hughes,Male,New York,Rochester,2017-08-09,Customer Service,Support Specialist,High School,57963,Good,Yes,1983-09-03,
00-75939337,David,Walker,Male,New York,Buffalo,2018-09-02,Customer Service,Support Specialist,High School,64755,Satisfactory,No,1974-10-16,
00-50850064,Austin,Gardner,Male,New York,Buffalo,2016-01-08,Operations,Operations Analyst,Bachelor,76953,Good,Yes,1986-04-03,
00-99784619,Deborah,Bartlett,Female,Pennsylvania,Pittsburgh,2015-12-30,Operations,Operations Analyst,Bachelor,76304,Good,Yes,1974-04-14,
00-84057077,Ashley,Hughes,Male,New York,New York City,2023-09-24,Finance,Financial Analyst,PhD,93089,Good,No,1998-10-26,
00-27489655,Christina,Cole,Male,Pennsylvania,Pittsburgh,2018-10-18,Operations,Inventory Specialist,High School,55446,Good,Yes,2003-05-19,
00-58504268,John,Henry,Male,New York,New York City,2022-04-08,Operations,Inventory Specialist,Bachelor,73037,Good,No,1986-04-04,
00-89042306,Michael,Travis,Male,Michigan,Detroit,2020-06-25,Marketing,Content Creator,High School,63269,Good,Yes,1976-12-17,
00-59874272,Timothy,Roach,Female,New York,Buffalo,2017-06-26,Operations,Logistics Coordinator,Bachelor,60284,Excellent,No,1993-11-25,
00-47036972,Amanda,Ward,Male,New York,Rochester,2017-02-26,Finance,Accountant,Bachelor,90505,Good,No,1984-03-29,
00-61546232,Justin,Simon,Male,New York,Buffalo,2016-05-30,Sales,Sales Specialist,Bachelor,76884,Good,No,2004-07-17,
00-24276138,Yvette,Macias,Female,New York,New York City,2017-05-23,IT,Software Developer,Bachelor,85217,Good,No,1988-09-05,
00-90776943,Jody,Reynolds,Male,New York,New York City,2016-04-26,IT,System Administrator,Master,75002,Satisfactory,Yes,1994-04-06,
00-88726945,Douglas,Stevens,Male,New York,New York City,2024-10-03,Customer Service,Support Specialist,High School,63367,Satisfactory,No,2003-07-23,
00-97826062,Nichole,Christian,Male,New York,Rochester,2023-06-06,Customer Service,Support Specialist,High School,59721,Excellent,No,1997-12-28,
00-35894291,David,Sims,Male,Ohio,Cleveland,2022-03-22,Customer Service,Help Desk Technician,Bachelor,67837,Needs Improvement,No,1963-08-25,
00-23238889,Sheri,Fisher,Female,Pennsylvania,Philadelphia,2016-06-11,Sales,Sales Representative,Bachelor,64416,Excellent,Yes,1973-02-04,
00-83360594,Steven,Chavez,Male,Virginia,Richmond,2021-05-31,Marketing,Content Creator,Bachelor,60081,Excellent,No,1980-03-30,
00-50463479,Steven,Morgan,Female,New York,New York City,2022-09-16,IT,Software Developer,Bachelor,91908,Good,No,1979-04-11,
00-37111862,Raymond,Cummings,Female,Michigan,Warren,2020-03-20,Marketing,Marketing Coordinator,Bachelor,75256,Needs Improvement,Yes,1975-11-04,
00-30625554,John,Marquez,Male,New York,Rochester,2015-08-09,Operations,Logistics Coordinator,Bachelor,68299,Good,Yes,1993-03-15,
00-35730441,James,Russo,Male,New York,Rochester,2019-09-14,Marketing,Marketing Coordinator,Bachelor,82677,Good,No,1979-10-14,
00-43893399,Kristen,Cox,Male,New York,Buffalo,2023-06-29,Sales,Sales Representative,Bachelor,73207,Satisfactory,No,1965-12-22,
00-85208373,Amy,Gallagher,Female,Florida,Miami,2024-06-07,Operations,Inventory Specialist,Bachelor,56592,Excellent,No,1997-08-23,
00-59125302,Nicholas,Parker,Female,New York,New York City,2019-06-02,Operations,Logistics Coordinator,Bachelor,65905,Satisfactory,Yes,1971-06-29,
00-25761044,Donald,Rodriguez,Female,Michigan,Grand Rapids,2024-09-10,Customer Service,Help Desk Technician,High School,61833,Satisfactory,Yes,1975-02-06,
00-19087680,Shaun,Conway,Female,New York,Buffalo,2019-10-28,Operations,Operations Analyst,Master,62651,Good,Yes,1976-10-15,
00-80298247,Molly,Jenkins,Female,Illinois,Chicago,2024-03-18,Operations,Logistics Coordinator,Bachelor,62154,Needs Improvement,No,1983-07-17,
00-77628209,Jeff,Arnold,Male,North Carolina,Charlotte,2023-03-02,IT,IT Support Specialist,High School,53109,Good,No,2003-04-18,
00-32405653,Donna,Giles,Female,New York,New York City,2020-06-16,Operations,Operations Manager,Bachelor,81498,Satisfactory,No,1969-10-21,
00-27305260,Henry,Ramos,Female,New York,Rochester,2017-09-27,Sales,Sales Specialist,PhD,76330,Satisfactory,Yes,1987-12-11,
00-85990691,Jamie,Bradley,Male,Michigan,Detroit,2016-03-07,IT,Software Developer,Bachelor,111887,Excellent,Yes,1982-07-08,
00-35526992,Joshua,Reese,Female,New York,New York City,2022-08-07,Customer Service,Help Desk Technician,Bachelor,79131,Satisfactory,No,2000-01-01,
00-63350718,Kayla,Davidson,Male,New York,Buffalo,2020-08-11,IT,IT Support Specialist,Bachelor,62328,Needs Improvement,Yes,1961-10-09,
00-81466893,Kimberly,Gonzalez,Male,Illinois,Chicago,2023-06-09,Sales,Sales Representative,Bachelor,78535,Good,No,1965-09-19,
00-20064387,Leslie,Sanchez,Male,New York,Rochester,2017-10-14,Sales,Sales Consultant,PhD,68087,Satisfactory,No,1982-12-10,
00-78354185,David,Velazquez,Male,New York,Rochester,2018-05-03,Sales,Sales Consultant,Bachelor,78788,Good,Yes,1988-07-08,
00-62378052,Cheryl,Hines,Female,New York,Rochester,2019-07-26,Sales,Sales Specialist,Bachelor,76008,Good,No,1999-04-08,
00-46439333,Jill,Liu,Female,Florida,Orlando,2017-09-20,Customer Service,Help Desk Technician,Bachelor,65932,Satisfactory,Yes,1993-02-22,
00-10483257,Colton,Jones,Male,New York,New York City,2017-01-09,Customer Service,Support Specialist,High School,62743,Excellent,No,1979-09-04,
00-39233657,Alan,Atkins,Female,New York,Rochester,2020-01-21,Operations,Inventory Specialist,High School,55073,Satisfactory,No,1993-04-27,
00-11189346,Martin,Davis,Female,New York,Rochester,2023-12-28,Operations,Inventory Specialist,Bachelor,60314,Good,No,1973-10-14,
00-78826270,Rachel,Harris,Female,New York,Buffalo,2019-02-28,Sales,Sales Representative,Bachelor,64129,Needs Improvement,Yes,1982-05-27,
00-80474132,Susan,Parker,Male,New York,New York City,2017-01-26,Sales,Sales Specialist,Bachelor,85239,Excellent,No,1992-08-21,
00-39573041,Michael,Blankenship,Male,New York,Buffalo,2017-08-15,IT,Software Developer,Master,96255,Good,Yes,1985-09-21,
00-46039426,Rebecca,Griffin,Male,New York,Buffalo,2020-05-11,IT,Software Developer,Master,93763,Satisfactory,No,1983-12-18,
00-32965874,Jane,Roberts,Male,New York,New York City,2017-02-09,Marketing,Content Creator,High School,63708,Excellent,Yes,1998-02-08,
00-81613988,Leah,Moore,Female,New York,Rochester,2017-12-08,Customer Service,Customer Service Representative,High School,53928,Good,No,1987-11-13,
00-15246661,Edwin,Perry,Male,New York,Rochester,2021-07-26,Marketing,Content Creator,Bachelor,67952,Good,No,1995-03-16,
00-47279846,Renee,Ortiz,Female,New York,New York City,2024-08-06,IT,Software Developer,Bachelor,91110,Satisfactory,No,1976-11-26,
00-46297151,Andrea,Harrison,Male,New York,New York City,2023-04-20,Operations,Inventory Specialist,High School,58251,Good,No,1980-02-12,
00-16914893,Hannah,Mckee,Female,New York,New York City,2021-02-14,Operations,Logistics Coordinator,Bachelor,62475,Satisfactory,No,1967-02-15,
00-43421297,Elizabeth,Thomas,Male,New York,Buffalo,2024-06-21,Marketing,SEO Specialist,Bachelor,64303,Excellent,No,1993-06-25,
00-38182016,Colton,Williams,Male,New York,New York City,2020-12-07,Customer Service,Customer Service Manager,Bachelor,89696,Good,No,1984-09-18,
00-10187899,Parker,Gray,Male,New York,Rochester,2021-03-08,IT,Software Developer,Bachelor,110891,Good,No,1982-05-11,
00-94917258,Katie,Willis,Female,New York,Buffalo,2021-11-14,Sales,Sales Consultant,Bachelor,91782,Excellent,No,1996-04-05,
00-59541127,Michael,Alexander,Male,New York,Rochester,2018-08-11,Operations,Inventory Specialist,Bachelor,66413,Good,No,1996-10-25,
00-83722452,Hunter,Shannon,Female,Ohio,Cincinnati,2017-07-10,Operations,Logistics Coordinator,Bachelor,60979,Good,No,1985-12-18,
00-27933045,Stacey,Knight,Female,New York,Buffalo,2019-12-10,Operations,Inventory Specialist,Bachelor,54536,Good,Yes,1994-10-15,
00-92071729,Matthew,Miller,Female,New York,Buffalo,2017-05-24,Operations,Operations Analyst,Master,69203,Good,No,1994-10-14,
00-17685767,Casey,Taylor,Female,New York,Rochester,2021-04-27,Sales,Sales Representative,Bachelor,71413,Excellent,No,1976-02-04,
00-11396963,Erica,Rangel,Male,New York,Buffalo,2023-02-13,Customer Service,Customer Service Representative,High School,56850,Satisfactory,No,1983-02-09,
00-39431208,Victoria,Gibbs,Male,North Carolina,Raleigh,2022-09-17,Customer Service,Support Specialist,Bachelor,65364,Needs Improvement,Yes,1990-10-15,
00-47539330,James,Walters,Female,New York,New York City,2017-04-24,Operations,Operations Analyst,Master,83704,Excellent,Yes,1974-06-27,
00-12098962,Jennifer,Rush,Female,New York,New York City,2020-02-02,IT,Software Developer,Bachelor,76393,Excellent,No,1999-08-21,
00-88283995,Michael,Terrell,Female,New York,Buffalo,2016-07-11,Operations,Inventory Specialist,High School,59499,Satisfactory,No,1972-04-01,
00-61268618,Allen,Vance,Female,New York,Buffalo,2024-06-11,Operations,Inventory Specialist,High School,56798,Excellent,No,1995-12-03,
00-44540283,Victoria,Diaz,Male,New York,Buffalo,2023-04-09,Customer Service,Customer Service Representative,High School,64469,Good,Yes,1983-04-03,
00-95135048,James,Ramirez,Female,New York,Buffalo,2021-07-22,Finance,Financial Analyst,Master,99808,Needs Improvement,No,1994-09-13,
00-37670193,Rebecca,Johnson,Male,Michigan,Detroit,2023-05-04,Sales,Sales Specialist,Bachelor,88604,Good,No,2002-10-12,
00-39613670,Rebecca,Williams,Female,Michigan,Detroit,2018-04-03,Customer Service,Customer Service Representative,Bachelor,59954,Satisfactory,No,1971-08-07,
00-37369495,Jackie,Baker,Female,New York,Buffalo,2020-06-17,Operations,Operations Manager,Bachelor,96505,Good,No,1972-03-01,
00-63078200,Matthew,Nelson,Male,Michigan,Detroit,2017-10-23,Sales,Sales Consultant,PhD,88753,Good,Yes,1978-11-11,
00-41101353,Diane,Hopkins,Female,New York,Buffalo,2022-05-10,Operations,Logistics Coordinator,Bachelor,53530,Satisfactory,Yes,1988-04-29,
00-68237550,Andrea,Anderson,Female,New York,New York City,2018-12-26,Sales,Sales Consultant,Bachelor,66135,Good,Yes,2004-04-12,
00-74291216,Claudia,Navarro,Female,New York,New York City,2016-01-08,HR,Recruiter,Bachelor,69476,Good,No,1967-04-08,
00-34362335,Kevin,Gonzalez,Male,New York,New York City,2019-07-02,Sales,Sales Representative,Bachelor,74590,Good,No,1976-02-22,
00-33637158,Norman,Johnson,Male,New York,Buffalo,2017-09-18,Operations,Logistics Coordinator,Bachelor,59707,Good,No,1991-03-01,
00-75836262,Joseph,Brooks,Male,New York,Buffalo,2024-05-22,Operations,Operations Analyst,Bachelor,81596,Good,No,1989-10-19,
00-34213769,Linda,Nash,Male,New York,Rochester,2021-11-01,IT,IT Support Specialist,High School,55364,Satisfactory,No,1982-10-25,
00-12824921,Roger,Zimmerman,Male,New York,New York City,2018-02-21,Sales,Sales Representative,Bachelor,63053,Excellent,Yes,1993-08-09,
00-33855089,Sherri,Ball,Female,New York,New York City,2023-08-03,Sales,Sales Specialist,PhD,85587,Good,No,1967-01-31,
00-91580498,James,Campbell,Female,New York,Rochester,2017-02-02,Customer Service,Customer Service Representative,High School,64694,Good,Yes,1999-01-05,
00-29263245,Robin,Sellers,Male,New York,Buffalo,2016-02-02,Operations,Inventory Specialist,Bachelor,64446,Excellent,Yes,1974-05-25,
00-42917412,Linda,Gentry,Female,New York,Buffalo,2019-12-01,Sales,Sales Representative,Bachelor,60028,Good,No,1972-09-15,
00-96586373,William,Wilson,Male,New York,New York City,2024-11-10,Customer Service,Support Specialist,Bachelor,67014,Good,No,1973-06-22,
00-23453152,David,Gill,Female,North Carolina,Greensboro,2022-04-05,Operations,Inventory Specialist,High School,56020,Satisfactory,No,1992-10-07,
00-28426925,Charles,Brooks,Female,Pennsylvania,Philadelphia,2022-03-01,Customer Service,Customer Service Manager,Master,88041,Satisfactory,No,1978-08-21,
00-11582229,Ashley,Young,Male,New York,Buffalo,2021-02-03,Operations,Logistics Coordinator,Bachelor,66730,Good,No,1981-11-23,
00-60717541,Michelle,Smith,Female,New York,New York City,2018-01-06,Operations,Operations Analyst,Master,84066,Satisfactory,No,1985-04-02,
00-24768716,Jill,Peterson,Male,Illinois,Chicago,2023-12-19,IT,System Administrator,Master,81749,Satisfactory,Yes,1976-05-19,
00-96500924,Christina,Moore,Male,New York,New York City,2024-08-31,IT,System Administrator,Master,92300,Good,No,1967-12-20,
00-27740771,Tammy,Costa,Female,New York,Buffalo,2017-09-03,Customer Service,Support Specialist,Bachelor,60588,Good,No,1995-04-26,
00-21220004,Morgan,Hartman,Female,New York,New York City,2017-02-11,Sales,Sales Representative,Bachelor,70811,Satisfactory,No,1984-09-14,
00-94206105,Cheyenne,Brown,Female,New York,Rochester,2020-02-23,Sales,Sales Specialist,Bachelor,72894,Good,Yes,2001-08-09,
00-11261132,James,Reese,Male,Florida,Orlando,2024-02-01,Operations,Logistics Coordinator,Bachelor,65945,Good,No,1988-02-10,
00-24272571,Jacob,Higgins,Male,New York,Rochester,2020-02-05,Sales,Sales Representative,Bachelor,79349,Satisfactory,No,1996-03-29,
00-55417925,Adam,Moody,Female,New York,New York City,2023-04-01,Sales,Sales Representative,Bachelor,54251,Good,Yes,1982-04-08,
00-21403835,Jason,Love,Male,New York,Rochester,2017-05-31,Finance,Financial Analyst,Master,90351,Satisfactory,Yes,1982-10-05,
00-74481609,Luke,Moreno,Female,Illinois,Chicago,2022-07-04,Customer Service,Customer Service Representative,Bachelor,61164,Satisfactory,No,1979-06-26,
00-69636452,Lisa,Erickson,Male,New York,Buffalo,2023-07-12,Customer Service,Help Desk Technician,High School,58804,Satisfactory,No,1972-03-16,
00-51256515,Catherine,Lopez,Female,New York,Rochester,2018-04-22,Marketing,SEO Specialist,Bachelor,76965,Excellent,No,1967-06-05,
00-30738427,Jessica,Vargas,Male,New York,Rochester,2017-12-01,IT,Software Developer,Bachelor,87739,Satisfactory,No,1992-06-19,
00-82950883,Bryan,Lopez,Male,Ohio,Cincinnati,2022-01-03,IT,Software Developer,Bachelor,90134,Excellent,No,1984-04-23,
00-94219725,Christopher,Mccann,Female,Michigan,Grand Rapids,2020-04-12,Customer Service,Support Specialist,High School,55586,Excellent,No,1993-01-25,
00-12846476,Douglas,Weaver,Male,New York,Buffalo,2023-03-15,Sales,Sales Representative,Bachelor,64156,Satisfactory,No,1983-11-16,
00-23799637,Holly,Warner,Male,North Carolina,Greensboro,2020-01-30,HR,Recruiter,Bachelor,79814,Good,Yes,1980-12-22,
00-23766187,Jacob,Allison,Male,New York,Buffalo,2020-10-20,Customer Service,Help Desk Technician,High School,61969,Excellent,No,1983-02-28,
00-65738565,Victoria,Martin,Male,New York,Rochester,2017-09-04,Customer Service,Support Specialist,High School,61779,Good,Yes,1990-06-19,
00-40106747,Mary,Phillips,Male,New York,Buffalo,2015-06-10,Customer Service,Help Desk Technician,High School,70395,Satisfactory,No,1983-10-31,
00-67329147,William,Mitchell,Female,New York,Rochester,2018-06-15,Marketing,Marketing Coordinator,Bachelor,63759,Satisfactory,Yes,2004-08-27,
00-57420453,John,Cooper,Male,North Carolina,Raleigh,2022-04-04,Operations,Operations Analyst,Bachelor,75282,Good,No,1973-01-19,
00-40317689,Alyssa,Pena,Female,Michigan,Detroit,2024-09-22,Operations,Inventory Specialist,High School,53369,Good,Yes,1987-02-05,
00-61639439,Johnathan,Webster,Male,New York,Rochester,2022-01-26,Sales,Sales Consultant,PhD,87824,Good,No,1976-12-18,
00-25087236,Bryan,Snyder,Male,New York,Rochester,2020-12-16,Customer Service,Customer Service Representative,Bachelor,69976,Excellent,Yes,1985-10-18,
00-24782157,Jessica,Harvey,Male,New York,Rochester,2017-11-14,Marketing,Marketing Coordinator,Bachelor,76770,Needs Improvement,No,2001-02-19,
00-47824471,Russell,Craig,Male,New York,Rochester,2018-12-15,Operations,Logistics Coordinator,Bachelor,78174,Good,Yes,1961-11-12,
00-92637421,Jennifer,Smith,Male,Florida,Orlando,2018-10-17,Operations,Operations Analyst,Bachelor,69806,Good,No,1987-02-07,
00-58384619,Emily,Flores,Male,Ohio,Cleveland,2024-10-26,Operations,Logistics Coordinator,Bachelor,68600,Good,No,1966-04-09,
00-21382241,Sabrina,Ward,Male,New York,New York City,2023-09-22,Sales,Sales Representative,Bachelor,75837,Good,Yes,1989-01-30,
00-91135473,Catherine,Chung,Male,New York,New York City,2017-08-10,HR,HR Coordinator,Bachelor,65336,Satisfactory,No,1995-10-14,
00-67529530,Jose,Franco,Male,Ohio,Cincinnati,2020-06-24,Sales,Sales Representative,Bachelor,78400,Excellent,Yes,1965-08-30,
00-90478491,Michael,Shepherd,Male,New York,Buffalo,2017-05-24,Sales,Sales Consultant,Bachelor,72494,Good,No,1996-07-15,
00-67075357,Victor,Hines,Male,Virginia,Richmond,2017-05-02,IT,IT Support Specialist,Bachelor,72746,Satisfactory,No,1971-02-17,
00-99559917,Amy,Mcgee,Female,New York,New York City,2022-03-30,IT,IT Support Specialist,Bachelor,54088,Needs Improvement,Yes,1990-12-21,
00-93853635,Brenda,Williams,Female,New York,New York City,2023-05-18,Finance,Financial Analyst,PhD,113305,Good,Yes,1994-07-08,
00-56759534,Robert,Hobbs,Male,New York,Rochester,2023-05-06,IT,Software Developer,Master,79676,Good,No,1993-02-28,
00-46385523,Sandra,Mathis,Female,New York,Buffalo,2024-06-05,Operations,Operations Analyst,Master,60988,Satisfactory,No,2004-06-01,
00-98816127,Steven,Nolan,Male,New York,Rochester,2018-06-25,Customer Service,Support Specialist,Bachelor,75188,Excellent,No,1971-09-13,
00-45621515,Eric,Rojas,Male,Michigan,Grand Rapids,2023-05-30,Operations,Logistics Coordinator,Bachelor,62566,Satisfactory,No,1990-02-22,
00-20250139,Robert,Johnson,Male,Michigan,Warren,2023-02-24,IT,System Administrator,Bachelor,83727,Good,No,1999-04-19,
00-29950518,Kristina,James,Male,New York,Buffalo,2023-12-04,Operations,Operations Analyst,Master,56637,Excellent,No,1974-12-15,
00-29674854,Crystal,Ross,Female,New York,New York City,2018-01-06,Customer Service,Customer Service Representative,Bachelor,56908,Needs Improvement,No,2000-02-09,
00-62425387,Ryan,Roth,Female,New York,New York City,2019-12-18,Operations,Inventory Specialist,Bachelor,57828,Satisfactory,No,1964-12-30,
00-74214057,Gerald,Watkins,Male,New York,Rochester,2023-03-13,Operations,Logistics Coordinator,Bachelor,63094,Satisfactory,No,1987-04-22,
00-25188619,Jay,Smith,Female,Michigan,Detroit,2020-07-02,Operations,Operations Analyst,Master,70932,Satisfactory,No,1961-05-23,
00-47376435,Edward,Rogers,Male,Ohio,Cincinnati,2017-01-09,Customer Service,Help Desk Technician,Bachelor,73788,Satisfactory,No,1980-02-15,
00-53359494,Tyler,Moore,Female,Illinois,Aurora,2024-11-18,Customer Service,Customer Service Representative,Bachelor,63592,Good,No,1991-07-23,
